Track Name,Method Name,Estimate Label,Window Size (s),Window Raster (s),Measurement Index,SDR (dB)
Sambasevam Shanmugam - Kaathaadi,2DFT,Accomp,0.5,0.125,211,8.684114851397336
Sambasevam Shanmugam - Kaathaadi,2DFT,Accomp,0.5,0.125,212,8.145333251169205
Sambasevam Shanmugam - Kaathaadi,2DFT,Accomp,0.5,0.125,213,9.746795046534098
Sambasevam Shanmugam - Kaathaadi,2DFT,Accomp,0.5,0.125,214,9.841455425614825
Sambasevam Shanmugam - Kaathaadi,2DFT,Accomp,0.5,0.125,215,8.877834102556243
Sambasevam Shanmugam - Kaathaadi,2DFT,Accomp,0.5,0.125,216,9.759651817828278
Sambasevam Shanmugam - Kaathaadi,2DFT,Accomp,0.5,0.125,217,7.68317016889088
Sambasevam Shanmugam - Kaathaadi,2DFT,Accomp,0.5,0.125,218,10.188395324668578
Sambasevam Shanmugam - Kaathaadi,2DFT,Accomp,0.5,0.125,219,10.02112229795182
Sambasevam Shanmugam - Kaathaadi,2DFT,Accomp,0.5,0.125,220,9.199852758662972
Sambasevam Shanmugam - Kaathaadi,2DFT,Accomp,0.5,0.125,221,9.357646161158806
Sambasevam Shanmugam - Kaathaadi,2DFT,Accomp,0.5,0.125,222,7.908814648529465
Sambasevam Shanmugam - Kaathaadi,2DFT,Accomp,0.5,0.125,223,6.791834206699486
Sambasevam Shanmugam - Kaathaadi,2DFT,Accomp,0.5,0.125,224,4.685460650861772
Sambasevam Shanmugam - Kaathaadi,2DFT,Accomp,0.5,0.125,225,2.8882667229793695
Sambasevam Shanmugam - Kaathaadi,2DFT,Accomp,0.5,0.125,226,1.9165003093077793
Sambasevam Shanmugam - Kaathaadi,2DFT,Accomp,0.5,0.125,227,1.836617688465871
Sambasevam Shanmugam - Kaathaadi,2DFT,Accomp,0.5,0.125,228,3.920464645883994
Sambasevam Shanmugam - Kaathaadi,2DFT,Accomp,0.5,0.125,229,4.323652800438888
Sambasevam Shanmugam - Kaathaadi,2DFT,Accomp,0.5,0.125,230,4.725299940381529
Sambasevam Shanmugam - Kaathaadi,2DFT,Accomp,0.5,0.125,231,4.825239670009949
Sambasevam Shanmugam - Kaathaadi,2DFT,Accomp,0.5,0.125,232,1.5263453073475672
Sambasevam Shanmugam - Kaathaadi,2DFT,Accomp,0.5,0.125,233,1.376332717803255
Sambasevam Shanmugam - Kaathaadi,2DFT,Accomp,0.5,0.125,234,1.318202273798533
Sambasevam Shanmugam - Kaathaadi,2DFT,Accomp,0.5,0.125,235,1.452988119838632
Sambasevam Shanmugam - Kaathaadi,2DFT,Accomp,0.5,0.125,236,2.7398372291011563
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,0,6.663486810751503
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,1,7.008955581057929
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,2,6.616062950643071
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,3,8.2055067976226
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,4,11.174926556670101
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,5,11.922759249340036
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,6,12.20954231476949
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,7,12.614986852420845
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,8,12.656143952877613
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,9,11.751266850740397
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,10,11.827539208219829
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,11,10.27517883238438
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,12,9.407120774130302
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,13,9.521527006736035
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,14,9.130347913663043
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,15,8.896015599527473
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,16,8.338719016736075
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,17,5.844730578874495
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,18,1.4753799957470781
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,19,-1.2931916324822215
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,20,-2.179557026335009
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,21,-7.066517122124791
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,22,6.272557280949159
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,23,6.0569985404331135
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,24,5.89380852961182
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,25,7.2055325047903604
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,26,6.948707416591287
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,27,8.04378525455439
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,28,9.026546843037673
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,29,8.609124034559324
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,30,8.270832468122324
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,31,7.39609754549333
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,32,6.495332780273616
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,33,5.726236771373713
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,34,5.338226316984279
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,35,6.666785666589014
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,36,6.120082124521723
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,37,8.40342949825087
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,38,7.369338008018337
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,39,7.750278586038047
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,40,7.410457356822413
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,41,6.173132199553308
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,42,7.7292670076019405
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,43,8.493418945811387
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,44,9.000155758612236
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,45,9.924641647266583
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,46,9.121429927953299
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,47,7.645128045955367
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,48,8.264422085681979
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,49,7.694918586701231
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,50,8.279684727302708
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,51,7.911101710542185
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,52,7.373304909068063
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,53,6.456397542570814
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,54,4.050443403788067
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,55,1.7381977860998328
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,56,-0.949788285894304
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,57,0.5446138098066697
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,58,7.609710998115248
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,59,8.969496217337467
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,60,9.446675510258897
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,61,8.881212734596648
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,62,8.438963361911107
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,63,8.225831244766503
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,64,8.164580354517941
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,65,8.300941844385072
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,66,7.432006347138661
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,67,8.204445706902845
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,68,8.692612838855796
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,69,8.66014515119867
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,70,8.813065635952345
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,71,6.111027252618952
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,72,5.543336634225233
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,73,4.848170811548836
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,74,4.86722879977448
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,75,6.594320775162725
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,76,5.920995125390721
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,77,5.717409556848993
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,78,5.503256544746391
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,79,5.768691264549246
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,80,5.668898243465918
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,81,5.744723726508471
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,82,5.897222790615805
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,83,5.9154684740808525
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,84,7.217768155549214
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,85,9.278574181732445
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,86,10.220009984716917
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,87,10.709791014267937
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,88,9.627835349530505
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,89,8.883460223589424
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,90,9.275421958446477
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,91,9.160016248630855
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,92,9.691376562209017
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,93,9.89165547582804
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,94,7.899259934418252
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,95,5.783084288681507
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,96,2.2421591445877778
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,97,-0.08695671718705451
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,98,-1.3204222217375765
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,99,-2.096119884133842
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,100,1.8543710874234862
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,101,0.6803877396718304
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,102,2.1170139113843724
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,103,3.4666336423012014
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,104,5.020172140185121
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,105,9.205488858482944
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,106,11.331981303147698
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,107,11.940323745408339
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,108,12.302373603550054
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,109,9.536404884986167
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,110,7.491767130905811
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,111,5.706123497347603
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,112,3.831769235563537
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,113,2.902517849111215
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,114,3.250949592833557
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,115,4.232694929760879
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,116,5.4034346279769245
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,117,2.911734887588762
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,118,3.957666427828441
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,119,4.05790475246677
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,120,3.894573347440657
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,121,9.040341082763657
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,122,9.091574903502984
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,123,9.192829087017078
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,124,9.510756211760004
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,125,9.538809373069109
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,126,8.095599111257597
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,127,7.6031937840890755
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,128,5.360447900451129
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,129,4.656826415297664
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,130,4.8635581996075175
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,131,4.471725230847252
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,132,5.470247747171875
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,133,4.5198491439679165
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,134,3.1472531198560914
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,135,4.2157925803952265
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,136,5.008514883282458
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,137,5.5605491895770225
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,138,5.756995493917328
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,139,5.310586071319479
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,140,3.433196900656595
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,141,3.3195546230733552
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,142,3.7910425449991685
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,143,3.5409510581406973
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,144,6.996603394228074
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,145,8.47101428360578
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,146,9.247443604263347
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,147,9.329950823366808
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,148,6.697903695480144
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,149,6.190961979018272
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,150,4.240201606021011
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,151,3.5224419985071824
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,152,3.9690390972728853
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,153,1.5769505708998797
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,154,3.8464298303854942
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,155,5.520357145406333
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,156,6.395151218371912
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,157,5.7550168602700715
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,158,5.831833848249706
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,159,5.7106016526603565
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,160,6.349206108657576
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,161,8.734414978680359
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,162,8.83993096509132
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,163,9.11018844282751
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,164,8.483015156467204
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,165,6.748933581464433
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,166,5.574889645482834
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,167,4.659771725141208
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,168,3.992173949348497
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,169,5.89320401801289
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,170,6.467772196842501
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,171,6.478046511401624
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,172,6.68878045336688
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,173,4.997046799013982
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,174,4.423511737989921
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,175,3.2967769333765484
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,176,3.8855930074067224
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,177,4.27818852807225
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,178,3.84883575814029
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,179,3.036522715024177
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,180,-0.23913254963649708
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,181,-1.4980899295483376
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,182,-2.002619725333223
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,183,-0.628184346102258
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,184,0.6875123160054784
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,185,-1.4343702948272161
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,186,-2.059342725843598
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,187,-2.692944864616362
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,188,-3.203986713078621
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,189,-1.226484516683678
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,190,-0.7833149389840286
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,191,-0.38080377984476566
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,192,1.0091702950006989
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,193,1.412693686136636
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,194,2.036335433428962
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,195,2.711611739246397
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,196,1.4940608687146917
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,197,1.68815759001901
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,198,1.8245794671084072
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,199,0.9933059067643231
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,200,3.893609389095076
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,201,2.8380678628313847
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,202,2.5779892502873114
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,203,1.431322623307425
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,204,-0.547863727705836
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,205,-0.13601750376224153
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,206,0.6195685207636601
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,207,1.8405809440319378
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,208,2.4810230662073254
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,209,2.7624170763294984
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,210,1.7777921514698056
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,211,2.344431157363066
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,212,2.960353972078888
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,213,2.6029061347792037
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,214,3.808801546234837
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,215,1.8297450075656427
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,216,-0.9277984066845081
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,217,-0.26599307666320915
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,218,0.20242792608215307
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,219,-2.1988153893258753
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,220,1.3497645707253967
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,221,3.618104229821006
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,222,5.91386232056077
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,223,7.7937498794742535
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,224,9.061747434061488
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,225,8.490442200763923
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,226,7.8015694645772795
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,227,7.916081897328021
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,228,9.207137297463818
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,229,10.60254815888079
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,230,11.712742434559216
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,231,11.925806085811349
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,232,10.023844175689568
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,233,8.366817343179786
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,234,6.724196261510192
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,235,6.2082232016893615
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.125,236,4.309487587658151
Sambasevam Shanmugam - Kaathaadi,2DFT,Accomp,0.25,0.25,0,-0.5219743464419057
Sambasevam Shanmugam - Kaathaadi,2DFT,Accomp,0.25,0.25,1,-2.7743789212018117
Sambasevam Shanmugam - Kaathaadi,2DFT,Accomp,0.25,0.25,2,9.993310469662699
Sambasevam Shanmugam - Kaathaadi,2DFT,Accomp,0.25,0.25,3,9.4580683648595
Sambasevam Shanmugam - Kaathaadi,2DFT,Accomp,0.25,0.25,4,5.764277873518994
Sambasevam Shanmugam - Kaathaadi,2DFT,Accomp,0.25,0.25,5,1.1403624475828176
Sambasevam Shanmugam - Kaathaadi,2DFT,Accomp,0.25,0.25,6,-2.638498031888923
Sambasevam Shanmugam - Kaathaadi,2DFT,Accomp,0.25,0.25,7,4.771595083036241
Sambasevam Shanmugam - Kaathaadi,2DFT,Accomp,0.25,0.25,8,4.308840190173775
Sambasevam Shanmugam - Kaathaadi,2DFT,Accomp,0.25,0.25,9,10.27505452683428
Sambasevam Shanmugam - Kaathaadi,2DFT,Accomp,0.25,0.25,10,14.139831420076657
Sambasevam Shanmugam - Kaathaadi,2DFT,Accomp,0.25,0.25,11,18.784371484415047
Sambasevam Shanmugam - Kaathaadi,2DFT,Accomp,0.25,0.25,12,9.21839753066235
Sambasevam Shanmugam - Kaathaadi,2DFT,Accomp,0.25,0.25,13,8.70478590110952
Sambasevam Shanmugam - Kaathaadi,2DFT,Accomp,0.25,0.25,14,4.576947430331353
Sambasevam Shanmugam - Kaathaadi,2DFT,Accomp,0.25,0.25,15,-0.32712577642808277
Sambasevam Shanmugam - Kaathaadi,2DFT,Accomp,0.25,0.25,16,5.845395152229887
Sambasevam Shanmugam - Kaathaadi,2DFT,Accomp,0.25,0.25,17,8.562512405568198
Sambasevam Shanmugam - Kaathaadi,2DFT,Accomp,0.25,0.25,18,6.811529970129269
