Track Name,Method Name,Estimate Label,Window Size (s),Window Raster (s),Measurement Index,SDR (dB)
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,1.0,0.125,106,9.309230096975865
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,1.0,0.125,107,8.643906556552773
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,1.0,0.125,108,7.815940092399279
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,1.0,0.125,109,7.117515836416662
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,1.0,0.125,110,6.073915585706002
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,1.0,0.125,111,5.228687881397221
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,1.0,0.125,112,4.361012819260951
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,1.0,0.125,113,2.9067193518616703
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,1.0,0.125,114,3.5882943808180805
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,1.0,0.125,115,4.147451312968186
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,1.0,0.125,116,4.671611458648759
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,1.0,0.125,117,5.170704458421277
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,1.0,0.125,118,5.764480320149766
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,1.0,0.125,119,5.778540587057787
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,1.0,0.125,120,6.092556542118498
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,1.0,0.125,121,9.308541638381772
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,1.0,0.125,122,8.504981876320581
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,1.0,0.125,123,8.170856075267267
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,1.0,0.125,124,6.893692630040404
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,1.0,0.125,125,6.717896529224959
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,1.0,0.125,126,6.223400387232352
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,1.0,0.125,127,5.851216204965528
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,1.0,0.125,128,5.412559821776109
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,1.0,0.125,129,4.601753761785586
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,1.0,0.125,130,4.316769340624113
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,1.0,0.125,131,4.399367231133272
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,1.0,0.125,132,5.290244374556914
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,1.0,0.125,133,5.066165601865773
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,1.0,0.125,134,4.6630163469174555
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,1.0,0.125,135,4.861813003881509
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,1.0,0.125,136,4.143578504743587
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,1.0,0.125,137,4.548496193448656
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,1.0,0.125,138,4.827695954115593
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,1.0,0.125,139,4.389112669505792
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,1.0,0.125,140,5.17111507580725
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,1.0,0.125,141,6.333377473366713
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,1.0,0.125,142,7.09800730742651
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,1.0,0.125,143,7.041415296909051
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,1.0,0.125,144,6.806843654344263
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,1.0,0.125,145,7.122154146648379
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,1.0,0.125,146,6.407404627881804
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,1.0,0.125,147,5.996461382144627
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,1.0,0.125,148,5.208054095190482
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,1.0,0.125,149,4.122922338018882
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,1.0,0.125,150,4.063653223227227
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,1.0,0.125,151,4.385475940969893
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,1.0,0.125,152,5.096174099979734
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,1.0,0.125,153,4.18144543932717
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,1.0,0.125,154,5.064942324252922
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,1.0,0.125,155,5.631000149486484
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,1.0,0.125,156,6.370180331398556
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,1.0,0.125,157,6.913606047550502
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,1.0,0.125,158,6.9776465884443
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,1.0,0.125,159,7.135784535176558
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,1.0,0.125,160,7.319023498061666
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,1.0,0.125,161,7.618069750458451
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,1.0,0.125,162,7.086044018522372
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,1.0,0.125,163,6.997672077374379
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,1.0,0.125,164,6.382522789775664
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,1.0,0.125,165,6.37819895298405
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,1.0,0.125,166,6.056944459906139
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,1.0,0.125,167,5.759472070551887
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,1.0,0.125,168,5.426951518753874
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,1.0,0.125,169,5.453311127643081
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,1.0,0.125,170,5.7785375898593125
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,1.0,0.125,171,5.337518252124741
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,1.0,0.125,172,5.289016725349601
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,1.0,0.125,173,4.580951239389434
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,1.0,0.125,174,4.040911256562435
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,1.0,0.125,175,3.143592470996641
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,1.0,0.125,176,1.8629041445224144
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,1.0,0.125,177,1.7324630719119694
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,1.0,0.125,178,1.3705126972986614
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,1.0,0.125,179,1.200207049103049
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,1.0,0.125,180,0.20079691102736735
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,1.0,0.125,181,-1.4649489914364031
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,1.0,0.125,182,-2.033396037695524
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,1.0,0.125,183,-1.644999749627969
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,1.0,0.125,184,-1.4294494329629273
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,1.0,0.125,185,-1.3317124072293995
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,1.0,0.125,186,-1.428352041746528
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,1.0,0.125,187,-1.5121887691206743
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,1.0,0.125,188,-1.0794381382104088
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,1.0,0.125,189,0.17705471824512012
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,1.0,0.125,190,0.643039932608553
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,1.0,0.125,191,1.1551275734291504
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,1.0,0.125,192,1.254349321296434
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,1.0,0.125,193,1.5406066808380492
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,1.0,0.125,194,1.9404202113391418
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,1.0,0.125,195,2.0198435413351588
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,1.0,0.125,196,2.1734776420737663
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,1.0,0.125,197,2.0226533638666866
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,1.0,0.125,198,2.043060900967978
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,1.0,0.125,199,1.1504234166167426
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,1.0,0.125,200,1.8569853122470736
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,1.0,0.125,201,1.341356282562228
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,1.0,0.125,202,1.4006397896655458
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,1.0,0.125,203,1.6889126173814897
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,1.0,0.125,204,1.6678912289090775
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,1.0,0.125,205,2.06612505643923
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,1.0,0.125,206,1.4630668600255898
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,1.0,0.125,207,2.183354712039426
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,1.0,0.125,208,2.741508507932731
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,1.0,0.125,209,2.6956810360082932
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,1.0,0.125,210,2.432469388062226
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,1.0,0.125,211,2.197820756539055
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,1.0,0.125,212,2.0661122482681966
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,1.0,0.125,213,1.7781890965465739
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,1.0,0.125,214,2.5627859602041605
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,1.0,0.125,215,0.1257506598750051
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,1.0,0.125,216,0.7882852702346677
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,1.0,0.125,217,2.8281505806613794
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,1.0,0.125,218,5.0892045868875915
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,1.0,0.125,219,6.276318148911121
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,1.0,0.125,220,6.838131769773805
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,1.0,0.125,221,7.066034199829291
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,1.0,0.125,222,7.088715606273663
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,1.0,0.125,223,7.866549148888039
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,1.0,0.125,224,9.148166053195045
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,1.0,0.125,225,9.621747769446634
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,1.0,0.125,226,9.87715028601405
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,1.0,0.125,227,9.82858823752008
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,1.0,0.125,228,9.579701919292695
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,1.0,0.125,229,9.697223050650999
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,1.0,0.125,230,9.915059110005998
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,1.0,0.125,231,9.72487171097387
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,1.0,0.125,232,8.069346292192902
Sambasevam Shanmugam - Kaathaadi,2DFT,Accomp,0.5,0.5,0,-1.5206811488423284
Sambasevam Shanmugam - Kaathaadi,2DFT,Accomp,0.5,0.5,1,9.767016242524981
Sambasevam Shanmugam - Kaathaadi,2DFT,Accomp,0.5,0.5,2,3.797029316863412
Sambasevam Shanmugam - Kaathaadi,2DFT,Accomp,0.5,0.5,3,3.0747708852695532
Sambasevam Shanmugam - Kaathaadi,2DFT,Accomp,0.5,0.5,4,8.422657307903462
Sambasevam Shanmugam - Kaathaadi,2DFT,Accomp,0.5,0.5,5,15.036300350477847
Sambasevam Shanmugam - Kaathaadi,2DFT,Accomp,0.5,0.5,6,8.994299184060724
Sambasevam Shanmugam - Kaathaadi,2DFT,Accomp,0.5,0.5,7,2.5146049105811263
Sambasevam Shanmugam - Kaathaadi,2DFT,Accomp,0.5,0.5,8,7.167915091373084
Sambasevam Shanmugam - Kaathaadi,2DFT,Accomp,0.5,0.5,9,3.8486062466293913
Sambasevam Shanmugam - Kaathaadi,2DFT,Accomp,0.5,0.5,10,-0.35991607453890295
Sambasevam Shanmugam - Kaathaadi,2DFT,Accomp,0.5,0.5,11,5.241756314542476
Sambasevam Shanmugam - Kaathaadi,2DFT,Accomp,0.5,0.5,12,-2.121455171039112
Sambasevam Shanmugam - Kaathaadi,2DFT,Accomp,0.5,0.5,13,2.732517535911988
Sambasevam Shanmugam - Kaathaadi,2DFT,Accomp,0.5,0.5,14,6.330653801390691
Sambasevam Shanmugam - Kaathaadi,2DFT,Accomp,0.5,0.5,15,3.800890481475647
Sambasevam Shanmugam - Kaathaadi,2DFT,Accomp,0.5,0.5,16,7.4494227901596
Sambasevam Shanmugam - Kaathaadi,2DFT,Accomp,0.5,0.5,17,2.6541862304967085
Sambasevam Shanmugam - Kaathaadi,2DFT,Accomp,0.5,0.5,18,4.316197118576933
Sambasevam Shanmugam - Kaathaadi,2DFT,Accomp,0.5,0.5,19,-5.198369181966218
Sambasevam Shanmugam - Kaathaadi,2DFT,Accomp,0.5,0.5,20,-0.12459869486382691
Sambasevam Shanmugam - Kaathaadi,2DFT,Accomp,0.5,0.5,21,0.16853145304608325
Sambasevam Shanmugam - Kaathaadi,2DFT,Accomp,0.5,0.5,22,-0.7812319024447019
Sambasevam Shanmugam - Kaathaadi,2DFT,Accomp,0.5,0.5,23,3.8783643297022046
Sambasevam Shanmugam - Kaathaadi,2DFT,Accomp,0.5,0.5,24,3.8794779862526303
Sambasevam Shanmugam - Kaathaadi,2DFT,Accomp,0.5,0.5,25,5.1432916314938195
Sambasevam Shanmugam - Kaathaadi,2DFT,Accomp,0.5,0.5,26,6.54060857774579
Sambasevam Shanmugam - Kaathaadi,2DFT,Accomp,0.5,0.5,27,0.6784157252146787
Sambasevam Shanmugam - Kaathaadi,2DFT,Accomp,0.5,0.5,28,5.437527266377574
Sambasevam Shanmugam - Kaathaadi,2DFT,Accomp,0.5,0.5,29,-0.386967643136656
Sambasevam Shanmugam - Kaathaadi,2DFT,Accomp,0.5,0.5,30,3.5914790010551645
Sambasevam Shanmugam - Kaathaadi,2DFT,Accomp,0.5,0.5,31,0.2134788273628295
Sambasevam Shanmugam - Kaathaadi,2DFT,Accomp,0.5,0.5,32,0.6290378926949415
Sambasevam Shanmugam - Kaathaadi,2DFT,Accomp,0.5,0.5,33,6.328862570613608
Sambasevam Shanmugam - Kaathaadi,2DFT,Accomp,0.5,0.5,34,0.2695195944418834
Sambasevam Shanmugam - Kaathaadi,2DFT,Accomp,0.5,0.5,35,9.819884730645526
Sambasevam Shanmugam - Kaathaadi,2DFT,Accomp,0.5,0.5,36,9.157978528540665
Sambasevam Shanmugam - Kaathaadi,2DFT,Accomp,0.5,0.5,37,5.584936374837339
Sambasevam Shanmugam - Kaathaadi,2DFT,Accomp,0.5,0.5,38,3.1035290936107796
Sambasevam Shanmugam - Kaathaadi,2DFT,Accomp,0.5,0.5,39,2.3554754023338584
Sambasevam Shanmugam - Kaathaadi,2DFT,Accomp,0.5,0.5,40,5.761060434837005
Sambasevam Shanmugam - Kaathaadi,2DFT,Accomp,0.5,0.5,41,7.230333065555389
Sambasevam Shanmugam - Kaathaadi,2DFT,Accomp,0.5,0.5,42,5.730550261743472
Sambasevam Shanmugam - Kaathaadi,2DFT,Accomp,0.5,0.5,43,10.083702483812282
Sambasevam Shanmugam - Kaathaadi,2DFT,Accomp,0.5,0.5,44,4.745843733382386
Sambasevam Shanmugam - Kaathaadi,2DFT,Accomp,0.5,0.5,45,7.574346363606091
Sambasevam Shanmugam - Kaathaadi,2DFT,Accomp,0.5,0.5,46,8.459210996609949
Sambasevam Shanmugam - Kaathaadi,2DFT,Accomp,0.5,0.5,47,5.160451793143381
Sambasevam Shanmugam - Kaathaadi,2DFT,Accomp,0.5,0.5,48,1.2597511107578698
Sambasevam Shanmugam - Kaathaadi,2DFT,Accomp,0.5,0.5,49,2.9887427093791903
Sambasevam Shanmugam - Kaathaadi,2DFT,Accomp,0.5,0.5,50,3.6878246776304384
Sambasevam Shanmugam - Kaathaadi,2DFT,Accomp,0.5,0.5,51,4.093848758708788
Sambasevam Shanmugam - Kaathaadi,2DFT,Accomp,0.5,0.5,52,6.447800274929954
Sambasevam Shanmugam - Kaathaadi,2DFT,Accomp,0.5,0.5,53,8.145333251169205
Sambasevam Shanmugam - Kaathaadi,2DFT,Accomp,0.5,0.5,54,9.759651817828278
Sambasevam Shanmugam - Kaathaadi,2DFT,Accomp,0.5,0.5,55,9.199852758662972
Sambasevam Shanmugam - Kaathaadi,2DFT,Accomp,0.5,0.5,56,4.685460650861772
Sambasevam Shanmugam - Kaathaadi,2DFT,Accomp,0.5,0.5,57,3.920464645883994
Sambasevam Shanmugam - Kaathaadi,2DFT,Accomp,0.5,0.5,58,1.5263453073475672
Sambasevam Shanmugam - Kaathaadi,2DFT,Accomp,0.5,0.5,59,2.7398372291011563
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.5,0,6.663486810751503
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.5,1,11.174926556670101
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.5,2,12.656143952877613
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.5,3,9.407120774130302
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.5,4,8.338719016736075
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.5,5,-2.179557026335009
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.5,6,5.89380852961182
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.5,7,9.026546843037673
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.5,8,6.495332780273616
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.5,9,6.120082124521723
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.5,10,7.410457356822413
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.5,11,9.000155758612236
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.5,12,8.264422085681979
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.5,13,7.373304909068063
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.5,14,-0.949788285894304
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.5,15,9.446675510258897
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.5,16,8.164580354517941
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.5,17,8.692612838855796
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.5,18,5.543336634225233
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.5,19,5.920995125390721
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.5,20,5.668898243465918
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.5,21,7.217768155549214
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.5,22,9.627835349530505
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.5,23,9.691376562209017
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.5,24,2.2421591445877778
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.5,25,1.8543710874234862
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.5,26,5.020172140185121
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.5,27,12.302373603550054
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.5,28,3.831769235563537
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.5,29,5.4034346279769245
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.5,30,3.894573347440657
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.5,31,9.510756211760004
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.5,32,5.360447900451129
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.5,33,5.470247747171875
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.5,34,5.008514883282458
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.5,35,3.433196900656595
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.5,36,6.996603394228074
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.5,37,6.697903695480144
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.5,38,3.9690390972728853
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.5,39,6.395151218371912
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.5,40,6.349206108657576
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.5,41,8.483015156467204
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.5,42,3.992173949348497
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.5,43,6.68878045336688
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.5,44,3.8855930074067224
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.5,45,-0.23913254963649708
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.5,46,0.6875123160054784
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.5,47,-3.203986713078621
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.5,48,1.0091702950006989
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.5,49,1.4940608687146917
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.5,50,3.893609389095076
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.5,51,-0.547863727705836
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.5,52,2.4810230662073254
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.5,53,2.960353972078888
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.5,54,-0.9277984066845081
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.5,55,1.3497645707253967
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.5,56,9.061747434061488
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.5,57,9.207137297463818
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.5,58,10.023844175689568
Sambasevam Shanmugam - Kaathaadi,2DFT,Vocals,0.5,0.5,59,4.309487587658151
Sambasevam Shanmugam - Kaathaadi,2DFT,Accomp,0.5,0.25,0,-1.5206811488423284
Sambasevam Shanmugam - Kaathaadi,2DFT,Accomp,0.5,0.25,1,5.627843976487257
Sambasevam Shanmugam - Kaathaadi,2DFT,Accomp,0.5,0.25,2,9.767016242524981
Sambasevam Shanmugam - Kaathaadi,2DFT,Accomp,0.5,0.25,3,8.249809351006798
Sambasevam Shanmugam - Kaathaadi,2DFT,Accomp,0.5,0.25,4,3.797029316863412
Sambasevam Shanmugam - Kaathaadi,2DFT,Accomp,0.5,0.25,5,-1.6289525853891853
Sambasevam Shanmugam - Kaathaadi,2DFT,Accomp,0.5,0.25,6,3.0747708852695532
Sambasevam Shanmugam - Kaathaadi,2DFT,Accomp,0.5,0.25,7,4.61429217630236
Sambasevam Shanmugam - Kaathaadi,2DFT,Accomp,0.5,0.25,8,8.422657307903462
Sambasevam Shanmugam - Kaathaadi,2DFT,Accomp,0.5,0.25,9,12.167467086306285
Sambasevam Shanmugam - Kaathaadi,2DFT,Accomp,0.5,0.25,10,15.036300350477847
Sambasevam Shanmugam - Kaathaadi,2DFT,Accomp,0.5,0.25,11,11.523468226581635
Sambasevam Shanmugam - Kaathaadi,2DFT,Accomp,0.5,0.25,12,8.994299184060724
Sambasevam Shanmugam - Kaathaadi,2DFT,Accomp,0.5,0.25,13,7.0530047636775715
Sambasevam Shanmugam - Kaathaadi,2DFT,Accomp,0.5,0.25,14,2.5146049105811263
Sambasevam Shanmugam - Kaathaadi,2DFT,Accomp,0.5,0.25,15,4.02928668069198
Sambasevam Shanmugam - Kaathaadi,2DFT,Accomp,0.5,0.25,16,7.167915091373084
Sambasevam Shanmugam - Kaathaadi,2DFT,Accomp,0.5,0.25,17,8.054560687949849
Sambasevam Shanmugam - Kaathaadi,2DFT,Accomp,0.5,0.25,18,3.8486062466293913
Sambasevam Shanmugam - Kaathaadi,2DFT,Accomp,0.5,0.25,19,0.8135088525373058
Sambasevam Shanmugam - Kaathaadi,2DFT,Accomp,0.5,0.25,20,-0.35991607453890295
Sambasevam Shanmugam - Kaathaadi,2DFT,Accomp,0.5,0.25,21,2.8354836345429564
Sambasevam Shanmugam - Kaathaadi,2DFT,Accomp,0.5,0.25,22,5.241756314542476
Sambasevam Shanmugam - Kaathaadi,2DFT,Accomp,0.5,0.25,23,1.9525444889975492
Sambasevam Shanmugam - Kaathaadi,2DFT,Accomp,0.5,0.25,24,-2.121455171039112
Sambasevam Shanmugam - Kaathaadi,2DFT,Accomp,0.5,0.25,25,2.9770124834850047
Sambasevam Shanmugam - Kaathaadi,2DFT,Accomp,0.5,0.25,26,2.732517535911988
Sambasevam Shanmugam - Kaathaadi,2DFT,Accomp,0.5,0.25,27,1.6333773152498787
Sambasevam Shanmugam - Kaathaadi,2DFT,Accomp,0.5,0.25,28,6.330653801390691
Sambasevam Shanmugam - Kaathaadi,2DFT,Accomp,0.5,0.25,29,7.905707477735446
Sambasevam Shanmugam - Kaathaadi,2DFT,Accomp,0.5,0.25,30,3.800890481475647
Sambasevam Shanmugam - Kaathaadi,2DFT,Accomp,0.5,0.25,31,5.817043727193591
Sambasevam Shanmugam - Kaathaadi,2DFT,Accomp,0.5,0.25,32,7.4494227901596
Sambasevam Shanmugam - Kaathaadi,2DFT,Accomp,0.5,0.25,33,5.652731775350456
Sambasevam Shanmugam - Kaathaadi,2DFT,Accomp,0.5,0.25,34,2.6541862304967085
